"4","Товар и его наличие","2020-11-30 00:28:01","2020-11-30 00:28:01",NULL
"5","Цена, ценник","2020-11-30 00:28:07","2020-11-30 00:28:07",NULL
"6","Качество товара","2020-11-30 00:28:11","2020-11-30 00:28:11",NULL
"7","Чистота","2020-11-30 00:28:17","2020-11-30 00:28:17",NULL
"8","Обслуживание","2020-11-30 00:28:23","2020-11-30 00:28:23",NULL
"9","Оформление, поддержка зала","2020-11-30 00:33:18","2020-11-30 00:33:18",NULL
